Class,unique_id,text
Fake,https://www.infowars.com/google-drive-takes-down-users-personal-copy-of-judy-mikovits-plandemic-after-it-was-flagged-by-the-washington-post/,Google Drive Takes Down User’s Personal Copy of Judy Mikovits’ Plandemic after it was Flagged by The Washington Post
Fake,https://www.disclose.tv/plandemic-a-film-about-the-global-plan-to-take-control-of-our-lives-399544,"WATCH: PlanDemic, A Film About The Global Plan To Take Control Of Our Lives"
Fake,https://humansarefree.com/2020/06/deep-state-behind-the-plandemic-and-rioting-new-world-order.html,Deep State is Behind the Plandemic and Rioting to Usher in the New World Order
Fake,https://www.infowars.com/google-drive-takes-down-users-personal-copy-of-judy-mikovits-plandemic-after-it-was-flagged-by-the-washington-post-2/,Google Drive takes down user’s personal copy of Judy Mikovits’ Plandemic after it was flagged by The Washington Post
Fake,https://www.breitbart.com/tech/2020/05/07/big-tech-censors-plandemic-video/,Big Tech Censors 'Plandemic' Video
Fake,https://www.naturalnews.com/2020-05-20-plandemic-video-super-viral-brighteon-facebook-banning-cleansing-content-wuhan-coronavirus.html,"After ""Plandemic"" video goes super viral on Brighteon.com, Facebook bans all Brighteon links, regardless of content"
Fake,https://humansarefree.com/2020/06/plandemic-cover-for-global-financial-reset.html,The Plandemic is a Cover For The 'Global Financial Reset'
Fake,https://crooksandliars.com/2020/07/sinclairs-eric-bolling-gives-plandemic,Sinclair's Eric Bolling Gives 'Plandemic' Conspiracy Theorists Platform To Attack Dr. Fauci
Fake,https://endtimeheadlines.org/2020/05/facebook-youtube-and-twitter-race-to-stop-spread-of-plandemic-conspiracy-video/,"Facebook, YouTube and Twitter race to stop spread of Plandemic conspiracy video"
Fake,https://www.naturalnews.com/2020-05-22-plandemic-documentary-with-judy-mikovits-in-portuguese-greek-spanish-danish-french-lithuanian-turkish-italian.html,"Where to find the Plandemic documentary with Judy Mikovits in Portuguese, Greek, Spanish, Danish, French, Lithuanian, Turkish, Italian and English"
Fake,https://humansarefree.com/2020/05/unmasking-the-many-truths-about-the-covid19-plandemic.html,Unmasking the Many Truths about the COVID19 Plandemic
Fake,https://humansarefree.com/2020/07/cnn-forces-sinclair-broadcast-group-axe-interview-plandemic-author-dr-judy-mikovits.html,CNN Forces Sinclair Broadcast Group To Axe Interview With ‘Plandemic’ Author Dr Judy Mikovits
Fake,https://humansarefree.com/2020/05/new-world-order-and-coronavirus-plandemic.html,New World Order And Coronavirus Plandemic
Fake,https://www.globalresearch.ca/video-plandemic-documentary-hidden-agenda-behind-covid-19/5712013,Video: Plandemic Documentary: The Hidden Agenda Behind COVID-19 - Global Research
Fake,https://www.activistpost.com/2020/05/plandemic-planners-threaten-a-dark-winter-for-america-new-world-next-week.html,Plandemic Planners Threaten A Dark Winter For America – New World Next Week
Fake,https://humansarefree.com/2020/06/america-in-2020-plandemic-lockdown-no-law-no-police-no-free-speech.html,"America in 2020: Plandemic, Lockdown, No Law, No Police, No Free Speech"
Fake,https://hangthebankers.com/google-drive-deletes-users-personal-files-plandemic-video/,Google Drive deletes users’ personal files of Plandemic video
Fake,https://www.dailywire.com/news/khan-plandemic-is-a-sloppy-seductive-mess,"KHAN: ‘Plandemic’ Is A Sloppy, Seductive Mess"
Fake,https://www.rawstory.com/2020/05/what-is-plandemic-heres-what-you-need-to-know-about-a-new-coronavirus-conspiracy-theory/,What is #Plandemic? Here’s what you need to know about a new coronavirus conspiracy theory
Fake,https://www.lewrockwell.com/2020/05/joseph-mercola/plandemic-documentary/,‘Plandemic’ Documentary
Fake,https://humansarefree.com/2020/07/david-icke-how-the-elites-have-pulled-off-the-plandemic.html,David Icke: How The 'Elites' Have Pulled Off the Plandemic
Fake,https://www.rawstory.com/2020/05/coronavirus-inspires-new-conspiracy-theories-from-plandemic-to-bill-gates-to-obamagate/,Coronavirus inspires new conspiracy theories from ‘Plandemic’ to Bill Gates to Obamagate
Fake,https://www.naturalnews.com/2020-05-23-plandemic-google-drive-delete.html,"If you have a copy of Plandemic in your Google Drive, Google might try to surreptitiously delete it"
Fake,https://www.dcclothesline.com/2020/06/01/prepare-for-plandemic-2-the-elites-are-going-to-try-this-again-in-the-fall/,PREPARE FOR PLANDEMIC 2: THE ELITES ARE GOING TO TRY THIS AGAIN IN THE FALL
Fake,https://www.globalresearch.ca/important-plandemic-documentary-gone-viral/5712666,The Important “Plandemic” Documentary that Has Justifiably Gone “Viral”
Fake,https://humansarefree.com/2020/05/george-soros-covid-19-plandemic-as-a-revolutionary-moment-radical-change-needed.html,George Soros Views The COVID-19 Plandemic As A ‘Revolutionary Moment’ Where ‘Everything Is Up For Grabs’ Says Radical Change Needed
Fake,https://beforeitsnews.com/politics/2020/05/diabolical-plandemic-the-banned-documentary-the-hidden-deep-state-agenda-behind-covid-19-3192558.html,DIABOLICAL! PLANdemic - The Banned Documentary: The Hidden Deep State Agenda Behind COVID-19
Fake,https://consciouslifenews.com/watch-plandemic-the-next-covid-19-film-to-be-censored-from-the-web/11186335/,Watch: Plandemic – The Next COVID-19 Film To Be Censored From The Web
Fake,https://beforeitsnews.com/alternative/2020/05/plandemic-must-see-discussion-with-dr-sherri-tenpenny-and-marcy-cravat-video-3722730.html,Plandemic: Must-See Discussion with Dr. Sherri Tenpenny and Marcy Cravat (Video)
Fake,https://endtimeheadlines.org/2020/07/local-tv-stations-across-the-country-set-to-air-discredited-plandemic-researchers-conspiracy-theory-about-fauci/,Local TV stations across the country set to air discredited ‘Plandemic’ researcher’s conspiracy theory about Fauci
Fake,https://beforeitsnews.com/survival/2020/05/prepare-for-plandemic-2-the-elites-are-going-to-try-this-again-in-the-fall-2754888.html,Prepare for Plandemic 2: The Elites Are Going To Try This Again in The Fall
Fake,https://beforeitsnews.com/prophecy/2020/05/the-plandemic-coronavirus-5g-and-vaccine-deception-full-documentary-found-the-video-that-was-censored-2511348.html,The Plandemic
Fake,https://www.lewrockwell.com/2020/06/mac-slavo/lynette-zang-the-plandemic-is-a-cover-for-the-global-financial-reset/,Lynette Zang: The Plandemic Is a Cover for the ‘Global Financial Reset’
Fake,https://therundownlive.com/plandemic-a-film-about-the-global-plan-to-take-control-of-our-lives-liberty-health-freedom/,"PlanDemic, a film about the global plan to take control of our lives, liberty, health & freedom."
Fake,https://beforeitsnews.com/health/2020/05/plandemic-the-hidden-agenda-behind-covid19-must-videos-3024968.html,Plandemic: The Hidden Agenda Behind COVID-19! +Must Videos!
Fake,https://beforeitsnews.com/opinion-conservative/2020/05/plandemic-a-film-about-the-global-plan-to-take-control-of-our-lives-liberty-health-freedom-3521370.html,"PlanDemic, a film about the global plan to take control of our lives, liberty, health & freedom."
Fake,https://beforeitsnews.com/alternative/2020/04/another-md-dr-sherri-tenpenny-weighs-in-on-the-plandemic-richiefromboston-3720582.html,Another MD (DR. SHERRI TENPENNY) Weighs In On The PLANDEMIC - RichieFromBoston
Fake,https://beforeitsnews.com/opinion-conservative/2020/03/plandemic-a-painstakingly-planned-pandemic-staged-panic-who-why-3513376.html,Plandemic! A Painstakingly Planned Pandemic & Staged Panic!—Who & Why?
Fake,https://www.veteranstoday.com/2020/05/08/discredited-doctor-banned-on-vt-and-sham-science-are-the-stars-of-cv-fakeumentery-plandemic/,Discredited Doctor (banned on VT) and Sham ‘Science’ are the Stars of CV ‘Fakeumentery’- PLANDEMIC! – Veterans Today | Military Foreign Affairs Policy Journal for Clandestine Services
Fake,https://beforeitsnews.com/alternative/2020/05/plandemic-judy-mikovits-covid-19-agenda-censored-video-3723429.html,PLANDEMIC: Dr. Judy Mikovits - COVID-19 Agenda (Censored Video)
Fake,https://beforeitsnews.com/alternative/2020/04/dr-john-bergman-the-propaganda-behind-the-plandemic-3720826.html,Dr. John Bergman: The Propaganda Behind the Plandemic
Fake,https://www.lewrockwell.com/political-theatre/plandemic/,PlanDemic
Fake,https://beforeitsnews.com/opinion-conservative/2020/03/plandemic-planet-the-rockefeller-master-plan-living-in-lockstep-3514590.html,"Plandemic Planet, the Rockefeller Master Plan: Living in Lockstep"
Fake,https://beforeitsnews.com/international/2020/07/plandemic-the-global-plan-to-take-control-of-our-lives-liberty-health-freedom-2501568.html,"PlanDemic, the global plan to take control of our lives, liberty, health & freedom. | International"
Fake,https://www.lewrockwell.com/lrc-blog/the-principality-behind-the-plandemic/,The Principality Behind the Plandemic
Fake,https://beforeitsnews.com/alternative/2020/08/plandemic-the-permanent-pandemic-2020-potus-election-3729021.html,PLANDEMIC: The Permanent Pandemic & 2020 POTUS Election
Fake,https://www.prisonplanet.com/google-drive-takes-down-users-personal-copy-of-judy-mikovits-plandemic-after-it-was-flagged-by-the-washington-post.html,Google Drive takes down user’s personal copy of Judy Mikovits’ Plandemic after it was flagged by The Washington Post
Fake,https://beforeitsnews.com/eu/2020/05/plandemic-the-movie-the-plague-of-corruption-2656589.html,Plandemic the movie. The plague of corruption. | EU
Fake,https://beforeitsnews.com/health/2020/08/more-plandemic-fraud-now-texas-has-been-caught-lying-about-coronavirus-deaths-3034835.html,More Plandemic Fraud: Now Texas Has Been Caught Lying About Coronavirus Deaths
Fake,https://beforeitsnews.com/health/2020/05/former-employee-of-dr-anthony-fauci-jailed-tells-all-about-stunning-plandemic-theory-3023911.html,"Former employee of Dr. Anthony Fauci jailed, tells all about stunning “PLANDEMIC” theory | Health"
Fake,https://www.teaparty.org/youtube-deletes-video-plandemic-with-dr-mikovits-accusing-dr-fauci-of-corruption-and-suppression-not-approved-by-thought-police-438386/,YouTube Deletes Video ‘Plandemic’ With Dr. Mikovits Accusing Dr. Fauci Of Corruption And Suppression – Not Approved By Thought Police
Fake,https://consciouslifenews.com/heres-a-simple-solution-to-the-plandemic-corruption-greed-and-many-of-the-other-problems-plaguing-our-world/11186273/,"Here's a Simple Solution to the Plandemic, Corruption, Greed and Many of the Other Problems Plaguing Our World"
Fake,https://beforeitsnews.com/alternative/2020/07/confirmed-covid-19-plandemic-a-known-live-training-simulation-exercise-under-who-3728411.html,"CONFIRMED: COVID-19 Plandemic a Known, Live “Training & Simulation Exercise” under WHO"
Fake,https://beforeitsnews.com/politics/2020/05/the-story-of-the-1918-plandemic-3187088.html,The Story of the 1918 Plandemic | Politics
Fake,https://beforeitsnews.com/alternative/2020/05/nhs-joy-the-we-happy-few-plandemic-social-engineering-emotional-control-medical-dystopia-2020-video-3722028.html,NHS Joy: The We Happy Few Plandemic! Social Engineering & Emotional Control - Medical Dystopia 2020 (Video)
Fake,https://beforeitsnews.com/survival/2020/06/no-one-is-talking-about-the-plandemic-anymore-2755009.html,No One Is Talking About The Plandemic Anymore | Survival
Fake,https://beforeitsnews.com/opinion-conservative/2020/05/plandemic-the-pre-planned-controlled-demolition-of-the-american-economy-why-3523572.html,Plandemic: The Pre-Planned Controlled Demolition of the American Economy!—WHY?
Fake,https://beforeitsnews.com/opinion-conservative/2020/05/plandemic-video-interview-with-dr-judy-mikovits-apparently-being-taken-down-by-youtube-3521606.html,PlanDemic video interview with Dr. Judy Mikovits apparently being taken down by Youtube...
Fake,https://www.disclose.tv/dr-judy-mikovits-plandemic-the-docmentary-part-1-399673,Dr. Judy Mikovits (Plandemic The Docmentary) Part 1
Fake,https://beforeitsnews.com/alternative/2020/03/the-plandemic-all-we-have-to-fear-is-the-fraud-itself-a-fate-worse-than-death-is-coming-3718841.html,The Plandemic - All We Have To Fear Is The Fraud Itself : A Fate Worse Than Death Is Coming
Fake,https://beforeitsnews.com/opinion-conservative/2020/07/operation-covid-19-the-3-central-pillars-of-the-plandemic-platform-have-been-cracked-must-video-3533999.html,Operation Covid-19: The 3 Central Pillars of the Plandemic Platform Have Been Cracked! +Must Video
Fake,https://beforeitsnews.com/opinion-conservative/2020/05/after-plandemic-video-goes-super-viral-on-brighteon-com-facebook-bans-all-brighteon-links-regardless-of-content-video-3523987.html,"After “Plandemic” Video Goes Super Viral On Brighteon.com, Facebook Bans All Brighteon Links, Regardless of Content! +Videos"
Fake,https://www.disclose.tv/watch-banned-plandemic-video-400369,WATCH: [Banned] Plandemic Video
Fake,https://beforeitsnews.com/alternative/2020/05/amazing-polly-charts-the-global-coronavirus-plandemic-drill-organizers-3722865.html,Amazing Polly charts the Global Coronavirus Plandemic Drill Organizers | Alternative
Fake,https://beforeitsnews.com/alternative/2020/05/plandemic-dr-judy-mikovitsexposing-fauci-3722314.html,Plandemic: Dr. Judy Mikovits…exposing Fauci
Fake,https://beforeitsnews.com/opinion-conservative/2020/07/hillary-email-with-stephen-roach-morgan-stanley-beijing-division-the-next-asia-is-the-plandemic-connection-to-bring-china-out-of-financial-ruin-capt-dave-bertrand-ret-3535346.html,"Hillary Email With Stephen Roach (Morgan Stanley Beijing Division) & ""the Next Asia"" Is the Plandemic Connection to Bring China Out of Financial Ruin!"
Fake,https://beforeitsnews.com/alternative/2020/04/meet-a-master-of-the-plandemic-a-21st-century-angel-of-death-and-meet-the-angels-of-light-too-3720299.html,"Meet A Master Of The Plandemic, A 21st Century Angel Of Death... And Meet The Angels Of Light Too!! | Alternative"
Fake,https://beforeitsnews.com/paranormal/2020/05/plandemic-is-it-true-derek-gilbert-on-pps-report-2548651.html,PLANDEMIC!!!??? Is it TRUE? Derek Gilbert on PPS Report! | Paranormal
Fake,https://beforeitsnews.com/survival/2020/05/clif-highs-amazing-predictions-from-2018-and-plandemic-on-bitchute-2754349.html,Clif High's Amazing Predictions from 2018 and Plandemic on Bitchute | Survival
Fake,https://beforeitsnews.com/health/2020/03/cv-19-a-well-executed-plandemic-must-see-video-3016170.html,CV 19 -- A Well Executed PLANdemic! - Must See Video!
Fake,https://www.collective-evolution.com/2020/05/09/mainstream-media-is-trying-hard-to-convince-us-that-plandemic-is-a-conspiracy-theory/,Mainstream Media Is Trying Hard To Convince Us That “Plandemic” Is A “Conspiracy Theory”
Fake,https://wearechange.org/questions-viral-plandemic-video/,These Are the Questions You Should Be Asking About the Viral ‘Plandemic’ Video
Fake,https://www.naturalnews.com/2020-08-05-plandemic-fraud-texas-lying-about-coronavirus-deaths.html,More plandemic fraud: Now Texas has been caught lying about coronavirus deaths
Fake,https://www.dailykos.com/stories/2020/7/25/1963675/-Sinclair-Broadcast-Group-to-air-Plandemic-on-your-local-TV-Station,"Sinclair Broadcast Group to air ""Plandemic"" on your local TV Station"
Fake,https://prntly.com/2020/06/05/breaking-2-5-million-jobs-created-in-may-as-americans-resist-liberal-plandemic/,BREAKING: 2.5 Million Jobs created in May as Americans Resist Liberal Plandemic
Fake,https://www.prisonplanet.com/cnn-forces-sinclair-broadcast-group-to-axe-interview-with-plandemic-author-dr-judy-mikovits.html,CNN Forces Sinclair Broadcast Group To Axe Interview With ‘Plandemic’ Author Dr Judy Mikovits
Fake,https://beforeitsnews.com/opinion-conservative/2020/03/plandemic-forensic-circumstantial-evidence-proves-multiple-acts-of-bioterrorism-3513982.html,Plandemic! Forensic & Circumstantial Evidence Proves Multiple Acts of Bioterrorism!
Fake,https://www.teaparty.org/breaking-plandemic-documentary-website-hacked-and-defaced-439717/,Breaking: Plandemic Documentary Website Hacked And Defaced
Fake,https://beforeitsnews.com/alternative/2020/05/watch-plandemic-the-next-covid-19-film-to-be-censored-from-the-web-3722224.html,WATCH: Plandemic – The Next Covid-19 Film to be Censored from the Web
Fake,https://beforeitsnews.com/prophecy/2020/03/best-taylor-intelligence-briefing-3252020-plandemic-new-world-order-2510580.html,Best & Taylor Intelligence Briefing (3/25/2020) — Plandemic & New World Order | Prophecy
Fake,https://freebeacon.com/coronavirus/poll-china-to-blame-for-pandemic/,Poll: China to Blame for Pandemic
Fake,https://dailycaller.com/2020/05/20/kellyanne-conway-lockdowns-pandemic-trump-governors/,Kellyanne Conway Warns Lockdowns Are ‘Creating A Pandemic Within The Pandemic’
Fake,https://www.zerohedge.com/geopolitical/made-china-pandemic,A 'Made-In-China' Pandemic
Fake,https://www.zerohedge.com/geopolitical/groupthink-pandemic,The Groupthink Pandemic
Fake,https://www.theonion.com/pandemic-accelerating-decline-of-paper-currency-1844320573,Pandemic Accelerating Decline Of Paper Currency
Fake,https://www.dailykos.com/stories/2020/6/17/1953875/-Survey-reveals-Black-domestic-workers-facing-a-pandemic-within-a-larger-pandemic,Survey reveals Black domestic workers 'facing a pandemic within a larger pandemic'
Fake,https://crooksandliars.com/2020/07/unplug-trump-pandemic-freak-show,Unplug The Trump Pandemic Freak Show
Fake,https://www.dailykos.com/stories/2020/3/17/1928342/-Gaslighter-in-chief-I-thought-this-was-a-pandemic-long-before-it-was-called-a-pandemic,Gaslighter-in-chief: 'I thought this was a pandemic long before it was called a pandemic'
Fake,https://www.rawstory.com/2020/07/for-florida-the-coronavirus-pandemic-was-a-perfect-storm/,"For Florida, the coronavirus pandemic was a perfect storm"
Fake,https://www.rawstory.com/2020/03/a-pandemic-is-no-time-to-dismantle-regulatory-safeguards/,A pandemic is no time to dismantle regulatory safeguards
Fake,https://www.zerohedge.com/political/polarizing-politics-pandemic-exposed,"""Land Of The Free?"" - The Polarizing Politics Of A Pandemic Exposed"
Fake,https://neonnettle.com/news/10807-top-pandemic-expert-coronavirus-is-a-disease-of-globalization-,Top Pandemic Expert: Coronavirus is 'a Disease of Globalization'
Fake,https://crooksandliars.com/2020/05/its-pandemic-stupid,"Of Course It's The Pandemic, Stupid!"
Fake,https://www.zerohedge.com/markets/pandemic-over-v-shaped-recovery-baked,"Is The Pandemic Over & A ""V-Shaped"" Recovery Baked-In?"
Fake,https://www.commondreams.org/views/2020/05/23/pandemic-and-trumps,The Pandemic and the Trumps
Fake,https://www.globalresearch.ca/does-coronavirus-pandemic-serve-global-agenda/5707133,Does the Coronavirus Pandemic Serve a Global Agenda?
Fake,https://www.commondreams.org/views/2020/05/02/pandemic-not-war,A Pandemic Is Not a War
Fake,https://www.commondreams.org/views/2020/03/19/creative-empathy-pandemic,Creative Empathy in a Pandemic
Fake,https://www.rawstory.com/2020/04/floridas-nightmare-a-hurricane-during-the-pandemic/,Florida’s nightmare: a hurricane during the pandemic
Fake,https://www.infowars.com/covid19-pandemic-or-panic/,COVID19: Pandemic Or Panic?
Fake,https://www.zerohedge.com/political/pandemic-stress-test,The Pandemic Stress Test
Fake,https://news.antiwar.com/2020/03/22/coronavirus-pandemic-an-opportunity-for-wars-and-peace/,"Coronavirus Pandemic an Opportunity for Wars, and Peace"
Fake,https://www.commondreams.org/views/2020/07/07/pandemic-capitalism,Pandemic Capitalism
Fake,https://clashdaily.com/2020/03/the-coronavirus-is-the-lamest-pandemic-in-world-history/,The Coronavirus Is The Lamest Pandemic In World History
Fake,https://www.veteranstoday.com/2020/02/28/fake-pandemic-is-over-praise-for-who/,Fake Pandemic is OVER. Praise for WHO.
Fake,https://www.globalresearch.ca/fear-virus-pandemic/5705000,"The Fear Virus Pandemic. ""Fake News""? ""Look at the Numbers. It’s not a Pandemic”."
Fake,https://thepoliticalinsider.com/politico-founder-coronavirus-pandemic-marks-end-of-trumpism/,Coronavirus Pandemic Marks End of 'Trumpism'
Fake,https://www.dailywire.com/news/prager-the-anti-speech-pandemic/,PRAGER: The Anti-Speech Pandemic
Fake,https://www.frontpagemag.com/fpm/2020/03/reflections-pandemic-bruce-bawer/,Reflections on a Pandemic
Fake,https://clashdaily.com/2020/05/the-pandemic-and-the-economy/,The Pandemic And The Economy
Fake,https://www.zerohedge.com/political/pandemic-policy-one-page,Pandemic Policy In One Page
Fake,https://www.dailykos.com/stories/2020/8/1/1965694/-Challenge-the-Be-Out-for-Yourself-Pandemic,Challenge the Be-Out-for-Yourself Pandemic
Fake,https://www.commondreams.org/views/2020/05/21/pandemic-capitalisms-cruel-absurdity,Pandemic Capitalism’s Cruel Absurdity
Fake,https://www.zerohedge.com/markets/what-pandemic,"""What Pandemic?"""
Fake,https://www.globalresearch.ca/pandemic-hunger-threaten-africa/5712113,Pandemic and Hunger Threaten Africa
Fake,https://patriotpost.us/memes/70871-pandemic-2020-05-22,Pandemic
Fake,https://www.lewrockwell.com/2020/05/george-giles/pandemic-data/,Pandemic Data
Fake,https://clashdaily.com/2020/04/trump-administrations-strong-response-to-pandemic/,Trump Administration’s Strong Response To Pandemic
Fake,https://www.commondreams.org/views/2020/05/18/emerging-pandemic-climate-plan,Emerging From the Pandemic With a Climate Plan
Fake,https://www.globalresearch.ca/invasion-midst-pandemic/5712192,Venezuela: A Failed US Invasion in the Midst of a Pandemic
Fake,https://www.lewrockwell.com/2020/04/george-giles/pandemic-cooking/,Pandemic Cooking
Fake,https://www.rawstory.com/2020/03/trump-insists-he-didnt-flip-flop-on-virus-i-felt-it-was-a-pandemic-long-before-it-was-a-pandemic/,Trump insists he didn’t flip-flop on virus: ‘I felt it was a pandemic long before it was a pandemic’
Fake,https://www.commondreams.org/views/2020/05/19/privileged-and-powerful-pandemic,The Privileged and Powerful in the Pandemic
Fake,https://www.lewrockwell.com/2020/06/george-giles/thoughts-on-the-pandemic/,Thoughts on the Pandemic
Fake,https://original.antiwar.com/Patrick_Cockburn/2020/08/06/war-and-pandemic-journalism/,War and Pandemic Journalism
Fake,https://freebeacon.com/coronavirus/poll-china-to-blame-for-pandemic/amp/?__twitter_impression=true,Americans Say China to Blame for Pandemic
Fake,https://www.zerohedge.com/news/2020-03-24/how-corporate-greed-pandemic-personified-goldman-sachs-morphed-global-viral,"How the Corporate Greed Pandemic, Personified by Goldman Sachs, Morphed into a Global Viral Pandemic"
Fake,https://www.dailykos.com/stories/2020/5/20/1946427/-Politicizing-a-Pandemic,Politicizing a Pandemic
Fake,https://www.globalresearch.ca/big-banks-profit-amid-pandemic/5711379,Big Banks Profit Amid Pandemic
Fake,https://www.dailykos.com/stories/2020/3/14/1927452/-Pandemic-A-Poem,Pandemic - A Poem
Fake,https://www.disclose.tv/these-are-the-safest-countries-in-the-event-of-a-pandemic-scientists-378177,These Are The Safest Countries In The Event Of A Pandemic - Scientists
Fake,https://therundownlive.com/the-red-tape-pandemic/,The Red Tape Pandemic
Fake,https://www.veteranstoday.com/2020/04/14/intel-drop-europes-pandemic/,Intel Drop: Europe’s Pandemic
Fake,https://patriotpost.us/opinion/69570-a-civil-liberties-pandemic-2020-03-30,A Civil Liberties Pandemic
Fake,https://truepundit.com/the-pandemic-is-exposing-the-limits-of-science/,The Pandemic Is Exposing the Limits of Science
Fake,https://www.dailykos.com/stories/2020/4/20/1938892/-Naming-the-Pandemic,Naming the Pandemic
Fake,https://www.globalresearch.ca/future-impact-pandemic/5710467,The Future Impact of the Pandemic
Fake,https://beforeitsnews.com/opinion-conservative/2020/07/is-this-pandemic-real-was-this-pandemic-planned-intentionally-executed-whats-the-real-purpose-3534010.html,Is This ‘Pandemic’ Real? Was This “Pandemic” Planned & Intentionally Executed? What’s the Real Purpose?
Fake,https://www.dailykos.com/stories/2020/4/30/1941635/-Breast-Cancer-During-a-Pandemic,Breast Cancer During a Pandemic
Fake,https://www.globalresearch.ca/pandemic-picnic/5713852,Ants at a Pandemic Picnic
Fake,https://www.dailykos.com/stories/2020/3/20/1929375/-Pandemic-And-The-Post-American-World,Pandemic And The Post-American World
Fake,https://www.naturalnews.com/tag/pandemic/,pandemic
Fake,https://www.globalresearch.ca/corona-pandemic-scapegoat-financial-bubble-market-crash-great-depression/5708772,Corona Pandemic
Fake,https://www.globalresearch.ca/finance-people-era-pandemic/5710264,Finance Versus the People in the Era of the Pandemic
Fake,https://consciouslifenews.com/protection-essentials-that-everyone-needs-in-the-pandemic-world/11190175/,Protection Essentials That Everyone Needs In The Pandemic World
Fake,https://www.globalresearch.ca/ecuadorian-humanitarian-catastrophe-amidst-pandemic/5708953,Ecuadorian Humanitarian Catastrophe Amidst Pandemic
Fake,https://www.dailykos.com/stories/2020/7/14/1960725/-On-School-Reopening-s-During-a-Pandemic,On School Reopening's During a Pandemic
Fake,https://www.disclose.tv/camden-conference-and-pandemic-394096,Camden Conference And Pandemic
Fake,https://www.dailykos.com/stories/2020/6/17/1953882/-Pirates-of-the-Pandemic,Pirates of the Pandemic
Fake,https://consciouslifenews.com/understanding-how-to-educate-during-the-pandemic/11190800/,Understanding How To Educate During The Pandemic
Fake,https://www.naturalnews.com/tag/global-pandemic/,Global Pandemic
Fake,https://beforeitsnews.com/alternative/2020/04/covid-19-and-the-rockefeller-pandemic-3720498.html,COVID-19 and the Rockefeller Pandemic | Alternative
Fake,https://www.globalresearch.ca/israel-racism-pandemic/5709712,A Lethal Brew: Israel’s Racism and the Pandemic
Fake,https://www.dailykos.com/tags/Pandemic,Pandemic
Fake,https://www.disclose.tv/the-impact-of-the-covid-19-pandemic-on-suicide-rates-407885,The Impact Of The COVID-19 Pandemic On Suicide Rates
Fake,http://beforeitsnews.com/survival/2016/11/our-pandemic-preps-2646152.html,Our Pandemic Preps | Survival
Fake,https://www.dailykos.com/stories/2020/4/20/1938416/-Trump-s-pandemic-response-incompetence-or-a-plan,Trump's pandemic response; incompetence or a plan?
Fake,https://www.dailywire.com/news/khan-panic-pandemonium-and-the-pandemic,"KHAN: Panic, Pandemonium, And The Pandemic"
Fake,https://www.breitbart.com/news/floridas-nightmare-a-hurricane-during-the-pandemic/,Florida's nightmare: a hurricane during the pandemic
Fake,https://consciouslifenews.com/using-intuition-during-a-pandemic/11183504/,Using Intuition During a Pandemic
Fake,https://www.thebeaverton.com/2020/05/corporations-accused-of-price-gouging-northern-communities-during-the-pandemic-and-also-a-long-time-before-the-pandemic/,Corporations accused of price gouging Northern Communities during the pandemic and also a long time before the pandemic
Fake,https://patriotpost.us/opinion/70513-the-pandemic-of-persecution-2020-05-08,The Pandemic of Persecution
Fake,https://patriotpost.us/opinion/70130-pandemic-is-but-one-of-americas-security-concerns-2020-04-23,Pandemic Is but One of America's Security Concerns
